2024-09-15 17:37, failed
2024-09-15 18:42, failed
2024-09-15 19:37, failed
2024-09-15 20:38, failed
2024-09-15 21:38, failed
2024-09-15 22:40, failed
2024-09-15 23:38, failed
2024-09-16 02:05, failed
2024-09-16 03:05, failed
2024-09-16 03:45, failed
2024-09-16 04:43, failed
2024-09-16 05:41, failed
2024-09-16 06:46, failed
2024-09-16 07:38, failed
2024-09-16 08:44, failed
2024-09-16 09:42, failed
2024-09-16 10:42, failed
2024-09-16 11:38, failed
2024-09-16 13:00, failed
2024-09-16 13:41, failed
2024-09-16 14:41, failed
2024-09-16 15:40, failed
2024-09-16 16:45, failed
2024-09-16 17:41, failed
2024-09-16 18:44, failed
2024-09-16 19:38, failed
2024-09-16 20:39, failed
2024-09-16 21:58, failed
2024-09-16 22:37, failed
2024-09-16 23:39, failed
2024-09-17 01:36, failed
2024-09-17 02:38, failed
2024-09-17 03:39, failed
2024-09-17 04:38, failed
2024-09-17 05:38, failed
2024-09-17 06:44, failed
2024-09-17 07:37, failed
2024-09-17 08:43, failed
2024-09-17 09:39, failed
2024-09-17 10:41, failed
2024-09-17 11:39, failed
2024-09-17 12:59, failed
2024-09-17 13:40, failed
2024-09-17 14:39, failed
2024-09-17 15:39, failed
2024-09-17 16:44, failed
2024-09-17 17:38, failed
2024-09-17 18:44, failed
2024-09-17 19:39, failed
